label,m4l,pT_max,eta_diff
signal,126.39131395611666,53.77412213649334,0.6181994360909583
signal,122.99870718104387,55.207592677868675,0.7397378995243526
signal,124.84776516081442,51.71948498715365,0.4305426385189947
signal,123.90569142304545,43.314816303625065,0.4780171989362009
signal,126.45227230051279,52.46700187651901,0.7466840543621162
signal,122.74681599090425,35.2646345938449,0.7234129301797865
signal,124.66630820971606,39.72058840578826,0.8255758301643761
signal,125.61651180870669,52.41341429697825,0.5246725601046482
signal,121.47569793425878,45.99476971488597,0.5755329601844194
signal,125.24090410311929,58.34591697457951,0.24263692711020426
signal,123.22730596831455,36.87244378154398,0.47706795760552134
signal,123.5463068531595,40.34326173650563,0.6590882726473731
signal,125.73873320748103,30.855434855576075,0.7948739842792315
signal,122.35126796283274,44.52747405016777,0.22033796015278634
signal,124.35884588513524,33.76965327515384,0.5546839323452379
signal,124.21629621513827,37.57932539097452,0.6625422333893328
signal,125.39799951001388,49.6085044011687,0.3078406996220572
signal,124.1747715171303,43.16937503698969,0.5238899466177785
signal,123.6289697650039,46.99252393146499,0.14520379736304376
signal,126.14990489102301,52.151240910479544,0.45034333974825635
signal,123.16584664998788,42.22419485315768,0.5311160119639176
signal,122.96706510834949,33.27685308894551,0.34845717582250274
signal,125.18975917648112,48.90619097674924,0.6319963708333856
signal,125.55738804858271,46.148952536594926,0.624729776287775
signal,124.93850802196879,48.861627854989955,0.1937011025446634
signal,126.56070446920613,42.92032883668445,0.6323231833750739
signal,126.61114615311548,43.84595343165508,0.4230576314354976
signal,125.06329549704094,49.364084362586254,0.3523485195536735
signal,125.21357625762144,35.13220072665071,0.6456014850820909
signal,122.60043036890592,56.271777688024315,0.3756573453446586
signal,121.44290261040832,36.177788916751716,0.08463143745497159
signal,126.84085279539529,61.08614061410868,0.41645528537229753
signal,124.22616706834255,41.91420512582566,0.5324500502545157
signal,124.68029311192068,44.97846600749434,0.5259014405137503
signal,121.65545208796777,39.51521807235368,0.5372231300844593
signal,125.43312453978636,70.66339451551762,0.6678286482223905
signal,128.33710046755908,42.246651263989875,0.6231056844767181
signal,124.62089268206918,45.04218612656787,0.21606119414802813
signal,124.2716898226896,61.756244831583345,0.882517411268377
signal,122.36866216512813,61.17609119333936,0.5306180981901784
signal,125.4100785878035,63.81935691348397,0.3703413644504923
signal,124.22984194604406,58.89580334245518,0.479290515662448
signal,124.40085164742722,41.50993515275304,0.1358700836216163
signal,122.8073351095616,39.11487370345579,0.591092433606431
signal,127.65281711785002,29.969409076109567,0.4903427245974272
signal,124.51341207611668,40.65507760019284,0.39560830578058215
signal,123.59863516710675,45.48867894320578,0.5712279390648255
signal,126.59877531792873,51.33193440041397,0.7463917181225752
signal,126.31922280711254,33.197882007962825,0.32209413602981546
signal,124.7944037910655,40.04971746455637,0.4273931890418972
signal,123.46003862023393,33.268258305671154,0.6285672073506251
signal,127.21183970068265,49.06938479130979,0.4412290395403923
signal,126.80203005888569,41.390553878164134,0.6549135831158314
signal,126.06939741287313,60.033162954236204,0.7975189170059952
signal,122.61394101881491,36.819149449501616,0.8651594575834987
signal,123.16892108657164,35.465953167923054,0.5533759111938098
signal,125.31420470857654,32.463942105190526,0.7118106525550215
signal,126.02396977747067,67.77776105572948,0.5600043072372035
signal,128.0373507781753,50.43636567320803,0.21516912676585617
signal,126.32761209410073,60.81010420056252,0.628377405055339
signal,124.06168071036804,42.629754997950954,0.5185466749318207
signal,122.97220323851097,32.6324489860548,0.6433522196813741
signal,125.17203239565973,55.049529304410505,0.5234197509556077
signal,124.60687645848839,29.35352955735737,0.6959956039346326
signal,123.777936215688,28.227832073646255,0.3371898409218266
signal,124.78029950874048,29.524089618130493,0.2295761472128922
signal,126.24498813885212,36.89147872160903,0.2636935088332746
signal,125.77276714733557,34.126868678185176,0.45326148558981083
signal,123.92290441534747,52.11600895405292,0.7031211459278178
signal,128.0083210608922,39.273286475684074,0.37094087663354275
signal,124.7255922776591,42.8625745334483,0.644018142063967
signal,123.12163772681134,48.244710187034265,0.3815631938945296
signal,126.14673896917373,53.679033502455134,0.5036982809133541
signal,125.18049350492844,45.74683717496066,0.3682572704140278
signal,123.28848179606854,56.16189118009135,0.6064044085604146
signal,124.84072236321671,54.352632162564916,0.010686370416293273
signal,125.19128294155658,28.067316599613555,0.5043554953853115
signal,126.35250272923719,42.28079356294312,1.1094116265445746
signal,122.13994562155999,49.121137234568515,0.7028026262189657
signal,122.78433650854559,40.718051514396265,0.6209641569391364
signal,122.38597615704487,32.499574597458384,0.2553190167772513
signal,124.12374910854632,38.40275929337133,0.3424804536275186
signal,125.40170164872856,36.959291294150425,0.7739804294251194
signal,126.15679786704582,37.20682338663225,0.14599393927532026
signal,124.59734176616645,41.36219568940528,0.4171975429884239
signal,125.71552781007817,49.04535505186911,0.42399383469650226
signal,125.47491966026,57.058592516905605,0.7179773823478114
signal,130.5496021358804,59.0707212680845,0.275713095647376
signal,122.33506026596471,47.24493906106035,0.805640331894236
signal,125.72066648649079,50.31846695254167,0.6309986901149686
signal,126.34290236944335,39.583238858345915,0.8037250480132304
signal,124.78776555587396,49.434034722074486,0.612934981480163
signal,125.50241404104906,47.682877121618624,0.905019958824873
signal,125.51013514814285,45.9043320322212,0.29879074875728795
signal,125.8564190317209,38.36472388673255,0.7294536426088473
signal,126.51736725237106,22.690576997352274,0.5829985718018651
signal,122.72589469507227,40.08685642071108,0.44613967667140675
signal,129.1567903135645,34.41764242367976,0.3906897456255648
signal,125.05359888154517,24.33145794426402,0.3366667380509702
signal,127.66330647218955,32.14771624593336,0.2305589018376632
signal,120.58932810368721,45.250768349985684,0.3251193668802311
signal,129.77675503431632,25.518191855258493,0.7780699825704044
signal,124.8593160789581,41.33345876667196,0.41678874262169496
signal,122.07641316130115,51.67985283816773,0.3218500493704498
signal,124.71460544489803,51.695704303341884,0.31602915190693015
signal,128.0602916360881,43.648307462655495,0.8471308176769797
signal,125.49981867253312,58.65605922280933,0.9383636622079455
signal,124.31994783001775,46.747118076710336,0.15563637345650613
signal,123.82333815420529,51.316292546577266,0.47800998049143667
signal,124.42771699885051,52.95267402009943,0.39264003991379953
signal,123.72868582061338,28.099157344289793,-0.032367904169237634
signal,123.87794612353298,49.51537500239927,0.9640613748265199
signal,125.42152727391414,45.45336748030551,0.31831681996231914
signal,126.64728510480295,49.37521406089333,0.47030483141726
signal,122.61530982633124,45.240625088463474,0.3332080525374404
signal,124.45763261948717,58.60092705496803,0.6593121992477852
signal,126.47470071945949,25.618003920178083,0.2265355122076372
signal,127.83398352545387,39.783564511025176,0.6554528420985711
signal,122.2372412042019,44.041532919914566,0.7055496647133473
signal,123.79638622621472,43.59173155905338,0.4006840548624455
signal,122.80774751030883,39.955066298713334,0.6080445234696724
signal,125.4571007207391,27.456980785775,0.5458128303067104
signal,120.93146951054175,42.3485593160138,0.8619447244289725
signal,124.9115160649926,47.42162928253552,0.5757456612713683
signal,124.8388475013281,50.36022898804714,0.38309507631148876
signal,123.29658645702777,61.24114299474412,0.5920384194505205
signal,126.7340279908379,47.450672035356426,0.37564171799761115
signal,122.6103597164734,31.527150201575324,0.7258582743180397
signal,124.9745894891863,28.77261966154308,0.4172772690337248
signal,127.5773985296138,57.46860790991118,0.23494949016990818
signal,128.25182058121896,49.459601246400496,0.6234085217453699
signal,123.98988503553608,42.46019890393398,0.3744661244172151
signal,123.99982625554675,52.95484108018585,0.586680544240441
signal,125.97294991901592,48.46685483435512,0.5993057773114606
signal,125.22807518328601,36.07911283718277,0.7334729303403227
signal,124.94264603948126,40.75702303327704,0.4919189878041905
signal,123.57292792459378,38.73881974146839,0.31892034815808573
signal,124.5921713942086,48.32879196985785,0.6486405085431503
signal,121.81000192065146,54.4456697097443,0.42878843495677643
signal,125.09434450663473,43.31173127874245,0.44577888479069105
signal,125.60956493832883,69.00098659012866,0.4079371119757691
signal,120.29503604836219,18.62246791289326,0.45266185728809333
signal,125.15815058863295,43.517876267446404,0.8001158607553746
signal,126.63032873743569,46.57354302811492,0.45299398757209663
signal,122.55956586604538,73.65541085468966,0.5881271536570688
signal,124.54814458307771,52.156405384782914,0.6340181322367943
signal,126.32415940902297,36.459566191345345,0.44745261173805156
signal,126.59513657658407,37.61246475866286,0.5532060032872677
signal,126.14068491848673,41.89561208249008,0.3330074798994167
signal,120.16220190179892,36.00702917515527,0.4358016188285843
signal,122.4159391115901,55.53968971938891,0.45092432542407834
signal,125.48738050002355,63.498732315998026,0.5255792633066083
signal,125.63857269798443,53.28393389748846,0.8551545623844662
signal,123.28007636728604,36.165772427398885,0.6735182973330981
signal,129.2941751260934,25.034140118646338,0.1551430989173375
signal,126.66099891237441,24.481480456872777,0.5393762184436153
signal,127.92273904940939,45.91389650715821,0.2696495307954607
signal,121.8326309585124,34.954939794869134,0.6206407174318076
signal,120.64988627991642,36.10518682297845,0.7282603085712936
signal,123.307208853243,49.915983185062395,0.6087840034519967
signal,122.20356119231225,56.443947859408354,0.3845588253494861
signal,128.55066503552325,54.68572692286174,0.8031185224131071
signal,124.44267655753806,50.43044467149536,0.9631438579568811
signal,129.8754879998315,47.08455153879574,0.6039704387500714
signal,122.46473293365176,40.23648330869808,0.805478022181639
signal,123.90247442542238,54.40684393900522,0.26396746520431075
signal,124.0160178921817,21.331738628225196,0.2925936244257658
signal,123.759375777004,46.25316086153405,0.5158998038413753
signal,125.62861058416303,36.17662261315534,0.6730546802241635
signal,124.71216749325808,44.900912343852696,0.5407259169987836
signal,125.7828642342634,49.851349201386476,0.44899452319855543
signal,124.1188164876961,50.610876707575045,0.2580076659682918
signal,124.48882027204996,42.07200082099202,0.7159609418766769
signal,124.2824670853687,37.532235272341,0.34826503687610455
signal,120.50413755507789,42.58383866570468,0.611671875098952
signal,123.90306310405192,42.21840382260181,0.6326865009023674
signal,125.14666515227475,45.683524951373144,0.2501013213817026
signal,125.49974061135583,44.89250935933487,0.46713552471406145
signal,124.37987098213617,48.262581441038286,0.13394556174886313
signal,123.13626318210619,59.75751258567985,0.33621696968750325
signal,123.58132142062233,24.96521773636498,0.6369243574751994
signal,129.03230191493753,57.013547026311976,0.6003087146058098
signal,126.48251991422514,55.293149054831076,0.6632122890344209
signal,129.1893752662611,39.8508352880685,0.298128122251935
signal,121.48888854692314,46.566256956258236,0.3962065715872397
signal,122.82315987202193,41.479120083564595,0.4513303376682752
signal,125.6331520051008,49.14909968406312,0.36285934485725124
signal,122.61090167836595,28.080772956943775,1.0542141280629236
signal,124.76668274281492,45.42892146436382,0.6135095549517111
signal,122.3324151108263,46.83877514538278,0.3674809450755319
signal,125.3209377104012,44.671611983907496,0.8574231655436532
signal,126.90868061587035,46.3595519051314,0.24102411151230826
signal,126.33482852189584,43.07955322568302,0.5105728368119131
signal,123.82825618183908,41.15914135269035,0.43580011061167656
signal,126.85484987665303,32.146929417470126,0.2679088951097181
signal,123.0672554017479,48.313674553054305,0.5846363224703066
signal,124.24958805912992,26.93878421776127,0.28597666128501326
signal,127.60364109043455,53.233178354325126,0.17275025834120425
signal,126.1725663418481,32.51464567284564,0.6511135451408366
signal,126.63660361468894,43.980349482743314,1.0576902032234818
signal,124.82575456166145,28.176165385833322,0.806186760970952
signal,125.37671068756579,25.133689802576885,0.4212443510545545
signal,125.570898692783,55.32497418199886,0.5151247786419237
signal,119.58799218422389,48.44848632860417,0.3698809998769913
signal,126.61728371665055,37.758274177242356,0.5493853131425439
signal,124.28868706433387,40.427522713720826,0.1627776463016599
signal,122.34681713471338,57.935519275631876,0.462712095288845
signal,122.6922000813051,63.188552261658806,0.6941898775456687
signal,123.59993903229147,51.45475472457586,0.8264444948791095
signal,124.15933076421366,54.825848445188996,0.4805060280368662
signal,125.17510529217127,43.646471590307335,0.5508985221579631
signal,124.23232796118148,52.71372176198282,0.7749315201208915
signal,125.52743536424686,46.05349711845072,0.3874032210091017
signal,121.10523289603913,35.56436453814776,0.3357888963148105
signal,126.7205013883919,56.15586224467786,0.08154862683256174
signal,126.04105528874783,35.37047907683725,0.5208830865584161
signal,123.95780427948519,47.065342836632745,0.35987102153924017
signal,127.72859164647687,39.96833007055017,0.19578120995179868
signal,122.52495013263783,45.46593044159627,0.564422656580831
signal,126.32033089447445,55.75870796355647,0.4895946547479916
signal,125.54532263718156,66.94415382919436,0.6751048718546857
signal,122.73205771197121,51.92730092087618,0.5227307755247167
signal,124.51210786881572,58.20290189667288,0.2901195047431659
signal,125.68820138873515,45.91128937421593,0.48862877363003243
signal,121.8331202656651,44.39864944735314,0.41823575957410436
signal,128.2865646365014,36.791791546398684,0.3577591818723031
signal,124.7039381672034,34.14067254962867,0.736467930184915
signal,128.4686041829416,41.6110273859578,0.25966022016122925
signal,121.86856824118053,47.203563091523634,0.7377985230518097
signal,122.95989126054968,43.17894370756569,0.6118671104243615
signal,122.96815585138336,54.87488748554788,0.4917874878620545
signal,122.91284041532032,42.755537587927336,0.5925389097410791
signal,125.35070350497703,40.73332488412588,0.35057743492113164
signal,120.37674790147742,36.079119674569576,0.8069341381141812
signal,126.46781545205779,34.47251137053809,0.40657305104696606
signal,125.3712009421834,42.450829133472965,0.4639117691859881
signal,122.62242804680815,43.835886818855556,0.4627058410948036
signal,126.27482152706756,42.62656784088865,0.5052916097098666
signal,124.74452852788805,45.96469148783734,0.15082254973773634
signal,124.71432768877315,38.064558127722336,0.2033178659160104
signal,124.65647555973422,48.81157190148649,0.784121099564804
signal,123.47632985250056,54.53465218630202,0.40914959652001726
signal,123.85457222483197,49.86494093360053,0.5433385544912113
signal,126.50614902236276,34.463018255148306,0.48930385494924095
signal,125.45379577458677,44.83847826998539,1.0536876854993267
signal,126.30963727195956,38.12984474120326,0.8752438306076094
signal,123.69507177545567,35.400075741125825,0.6327583667608004
signal,123.49690198884547,50.405464003122965,0.3830078183236581
signal,123.0406413873493,57.14467188316918,0.32568346859551034
signal,125.97317055114937,49.329058288945106,0.4054804364468958
signal,125.84139005157274,43.89048814874951,0.39277729611732
signal,127.7559321681535,47.01588300196357,0.5669899897657912
signal,120.6336574516016,50.542323978282326,0.4099729629167933
signal,127.52528217706963,50.668726943819024,0.48832723263116407
signal,121.20840278262702,47.52886770998785,0.4898389815404336
signal,128.13435727642337,53.18934834371703,0.5526246210272036
signal,123.33351142598252,53.32402759717433,0.4631656898525445
signal,123.73363358923201,43.92200211069405,0.5240639656844723
signal,127.86995947521118,68.2598073730712,0.7114058076166294
signal,126.22219194407586,56.47323037605504,0.1936485426107882
signal,122.59965921017924,48.60053370081148,0.4107859449167953
signal,122.78656021062508,43.846316542771994,0.4815058610649421
signal,125.716829696423,29.84028927734244,0.6016772291654733
signal,127.96793537813554,36.23108041239746,0.6870988280170369
signal,127.27370244417119,29.11892447565347,0.37774675585375217
signal,123.28453121015065,26.353152397241622,0.502279161173537
signal,124.13851821822121,25.863192593807806,0.6303697913631
signal,125.22314302814914,25.56916815269485,0.5919292621990371
signal,125.42162510430701,34.87964499932487,0.4613088431594264
signal,125.46606558562718,33.104246354727444,0.2673372620166108
signal,123.11102247119712,39.5428250286014,0.671304186758147
signal,125.57989805129283,33.17952015243146,0.26747124061440625
signal,127.86240363774624,33.02798726378976,0.7675595148252697
signal,123.73564125937713,50.94515356857765,0.5048174082637645
signal,125.31222461154938,61.59645949525049,0.3986930942397112
signal,126.25803862490272,49.725101946905816,0.6634791113724368
signal,124.38181339900574,60.18227957335533,0.22903962831521127
signal,126.91778862293407,48.99344791695564,0.3229093593030616
signal,127.57089171028666,37.714678238111354,0.7246563110024105
signal,126.79057329035247,38.791705686777256,0.3797539098414786
signal,124.05088160769473,23.84279362356888,0.2599644486827004
signal,122.10802403008672,28.323645918433304,0.7898453593374474
signal,125.33324277485671,43.94885382740967,0.6496432661810032
signal,124.20736352889895,39.880672757190865,0.6371603725362028
signal,124.49655190921416,42.81737212191368,0.46248763322152864
signal,125.18077612772284,46.905666044067154,0.393458393753299
signal,120.95121378963411,19.864546063018334,0.8039033511225225
signal,126.23713234430703,44.67241957870389,0.5736298282349944
signal,124.85818455248109,56.80388819203158,0.5425851163527351
signal,124.04490439421251,42.59616754640581,0.635551776952022
signal,127.69179035492645,38.599292354224055,0.2572269872544014
signal,123.81031769196545,44.10139881702079,0.36984135004158414
signal,126.82256236530793,59.794759136324885,0.44298784134203295
signal,125.36619820729443,39.00169753097526,0.40078913223921825
signal,125.7717578849966,24.905546575142772,0.2976428402763712
signal,127.12111461645361,63.32581585204175,0.2876491761766297
signal,126.14085362367724,53.3921793653279,0.3348719401843984
signal,124.76936338380885,49.55650093289816,0.3532620183220525
signal,126.55504104539774,50.613249691698684,0.42985340418677515
signal,122.31646290276935,37.41770489018913,0.23742114714607937
signal,126.61876665911514,43.805451970656044,0.6957371794646082
signal,124.21125589085743,47.115127208610296,0.823638552211713
signal,128.23046833614984,55.26682443260312,0.6222898547774087
signal,125.22111660130382,49.17538173166473,0.5847163637582717
signal,125.96428804216953,37.479572932404665,0.20550527521504122
signal,123.5413446881903,47.04484627683734,0.47313571228323476
signal,126.05894254828237,40.97541934524714,0.6007041009845365
signal,125.16184762926369,25.71434329370337,0.692631218678988
signal,125.75796519781807,44.99991224795708,0.8379226617174383
signal,126.13450783146804,64.6608413891341,0.17766694810407938
signal,124.02486891581572,50.77012903465063,0.6124600311611421
signal,129.0467793215715,39.79422745860007,0.298157135760823
signal,124.44765635473765,52.836619488586734,0.06293406120405451
signal,123.9640541973913,52.317347197273364,0.25737809602326434
signal,125.39611435371191,66.83855444689945,0.5971874036569464
signal,123.30738139204206,54.82373213541593,0.3548282592012417
signal,125.25383725056398,34.766965810437256,0.5008954526486691
signal,125.29816571035396,61.440440158689746,0.6372963573200833
signal,125.79788733234184,50.720169667700176,0.5463898351225092
signal,124.60010206451068,47.66974812150999,0.3866915732558582
signal,124.12360343997128,49.53593509659638,0.5772975040343038
signal,126.90720601497705,52.05810277979667,0.5820938495888259
signal,125.0870321787344,63.42433834713412,0.5647398535620605
signal,124.5102302086237,30.21283145100703,0.5459639039953403
signal,126.68886891382891,49.36683208135454,0.5336373516840793
signal,126.48954924077194,41.642923986717015,0.3021059543891493
signal,122.26949623276744,61.005570457491274,0.5300357987728593
signal,122.41870069883015,43.130793517221136,0.24584599748067323
signal,126.70857702155118,31.376092540436616,0.7033719346384847
signal,126.74774147293404,44.35560583233276,0.6978985231490947
signal,127.14867086372394,50.22745561817743,0.5044210014432051
signal,126.22993083270859,66.55312913193644,0.9885133268102696
signal,128.15694712242555,24.788776371298773,0.35144833681945326
signal,125.60533644939831,45.90876036723982,0.3111534446534187
signal,126.88263779615073,47.435264001754895,0.4093991128160557
signal,125.09781850370904,36.682108427808295,0.2663259289334265
signal,122.2925051056671,33.94131827501288,0.6710009707939267
signal,126.47806294462363,20.728837201988682,0.5905173218186291
signal,126.33480274045809,48.88021887649918,0.3920948878415852
signal,122.44367395430291,49.61966319189597,0.37878050769072474
signal,125.16076537060978,51.25871169599974,0.31536520007629487
signal,126.13723652789434,45.65387915306814,0.5163413443337888
signal,123.44474955356853,60.50705979492656,0.4209625183104144
signal,124.04557366239457,47.563294474231306,0.4558705091596827
signal,129.18090040188946,37.54303454298662,0.5588963258166071
signal,125.37719693319657,48.294246294956466,0.5818912096024625
signal,123.70706539438311,39.97140445135486,0.5157051173297813
signal,125.26555717979492,58.71610022373644,0.5039114069503696
signal,127.46239585738587,43.29981946588378,0.8301715141277182
signal,121.51166224106566,43.055725005910666,0.44345949979287025
signal,124.24752802226556,46.112532457824535,0.7300834009369525
signal,124.05756995010027,57.20998104568505,0.5403969268894016
signal,124.77463966753704,40.45694624245984,0.028757626572613555
signal,124.08959349344353,51.653688761216245,0.5630799088427983
signal,125.61410337915025,48.01609617713883,0.532808289489424
signal,123.84519692800521,46.33064579483884,0.46232554617941746
signal,125.44650232026028,60.83537180949638,0.6704840172741023
signal,125.63716021050537,60.80044743436505,0.8081939086940673
signal,125.02444641960703,33.118160330064704,0.7120312922069719
signal,125.86661541622153,44.945790791630046,0.5072373639671182
signal,126.75985269082365,52.057521585384364,0.45299310781878477
signal,125.93815603979414,57.948685541145274,0.5353937435614369
signal,127.07322764412609,34.91345739320181,0.49496754431761014
signal,125.48627596602715,50.83343405107897,0.5079312566018003
signal,123.86920347493836,60.61374315600959,-0.09456188691300772
signal,124.21508722957947,39.45275837095619,0.6191508612735316
signal,125.70341601094502,40.92199736150767,0.41749437274907103
signal,127.25159564448929,56.756852658830326,0.9645879099781169
signal,125.59331977106464,59.41176072590682,0.23536375353601433
signal,119.55423471243309,32.00921758642336,0.26100385639105383
signal,122.05268314658939,56.50086574754019,0.3363131852633184
signal,127.13278002109728,47.70212722245606,0.8152981262493567
signal,123.38051348737075,35.339976721027085,0.16846152038299803
signal,127.28673401086988,48.83146898639771,0.18824073817115877
signal,125.1513550658911,62.15551487388951,0.40531755924673707
signal,127.41293667258155,52.37484951044088,0.467884162239505
signal,125.36181827375937,42.84753553273328,0.4861665970978638
signal,124.07676697539203,39.777078255318514,0.6827011862088865
signal,123.83372264101581,28.107206887024997,0.5778026051172469
signal,128.39925727259705,56.623102451316925,0.590465324320063
signal,122.41675346582542,50.011419236208866,0.34336663400819273
signal,128.99317587255874,48.898074538264645,0.7059254673372851
signal,125.27622885560481,46.076551342555135,0.7556713918945162
signal,126.29884029673462,35.457700180004295,0.6718446094622598
signal,125.20530066896812,41.34800445410796,0.43322062631766894
signal,125.62623038043071,50.3061869881245,0.5580323858115591
signal,130.70303674325424,39.70975238417642,0.7316931365757083
signal,125.94467785663454,38.08802393517951,0.615837340208576
signal,121.90669286823822,43.21365658008743,0.7276780108535347
signal,124.87076435816034,73.36872470402268,0.2363542647820613
signal,122.33416263385185,47.6861853474131,0.2456019002452051
signal,125.9942472597273,61.61364494060157,0.43738237823535786
signal,127.19141849114568,46.572422683327545,0.7824289058319397
signal,123.89760380870621,44.03624404233958,0.24836267263123085
signal,122.03389255386281,32.408430163824754,0.508747904507272
signal,126.18797921045868,30.293594636244872,0.5695908440549858
signal,126.03682372222153,60.71026784168017,0.2816206252259102
signal,124.49338129754568,39.71525768117591,0.4962203996679955
signal,127.14372000978237,42.42813647738486,0.7936803201224705
signal,125.58292762728094,35.822611193415945,0.45440507500397953
signal,119.88109406829307,63.152893047579454,0.4686138880834753
signal,125.19089190133609,42.18608899663904,0.8987670838288191
signal,127.73469381290927,33.40986839953202,0.546010806052137
signal,124.2493602651264,47.79450583412085,0.7814778739659143
signal,124.72529760608825,67.76943437151124,0.4879499789326871
signal,122.77804863496881,62.389666929586554,0.3665056794847979
signal,125.92429504538875,43.646652836291054,0.5540113485053464
signal,125.0712724911161,46.76028002565114,0.18446795340415986
signal,125.06290038269702,32.98742915783749,0.3344795293008313
signal,126.913964814704,49.84497676662571,0.33331280545476494
signal,123.26090854207497,48.06023687262183,0.8213102045483616
signal,125.87650402857044,15.920985771384064,0.7792807864893546
signal,123.99675162802204,39.714391316209856,0.5636557638952057
signal,125.7857735283455,44.824212215038635,0.4297740146990601
signal,124.60741647946743,45.68119523330209,0.5379149474003956
signal,126.64838754398161,39.828261199472756,0.5387279164189678
signal,126.61491979131581,55.562804969555174,0.5900045648930297
signal,125.19153886283993,45.4323426572457,0.5865020544479433
signal,125.08717905732989,50.58001437370864,0.4503468856148097
signal,124.24680726073169,45.02572008996661,0.5305769336275425
signal,126.07648571460636,53.226542194969646,0.3824152439829129
signal,121.86700128063549,58.68290108307379,0.37303966314510617
signal,125.6323865422978,43.773359328584846,0.5272759838323098
signal,121.98615566295472,40.90889953893577,0.4680822151130454
signal,125.05288695563674,60.89520974882998,0.42549100408565466
signal,127.65492227895409,38.75042321261112,0.7208418838553674
signal,123.41092118511088,45.79908633959263,0.6013103961268926
signal,124.263583770614,56.87292351118788,0.31114459233231717
signal,121.2504723248271,34.46749962473818,0.3031821280106159
signal,127.95713440500559,39.52771193963792,0.7241376717449727
signal,126.30521665910315,45.32538140836837,0.4907030755412999
signal,123.967474815315,60.48154558413954,0.3999935730031226
signal,123.5718681602224,36.173812725726805,0.7884611876559792
signal,122.76009462722668,32.19467117996904,0.32460220629727005
signal,125.99817921626841,42.999750993097656,0.5306387067552939
signal,125.72185824858754,50.140985707508946,0.32805998551131926
signal,127.49899445132534,48.14315787429721,0.444546269061748
signal,126.20649195061199,34.52383250673406,0.2781757642880885
signal,126.36050280235901,49.02884387897927,0.5595255839026645
signal,125.16981889684293,42.83673363961853,0.39727515078410397
signal,121.58528342527052,46.08042589752859,0.1425736413167065
signal,126.63522277489467,50.949515779471604,0.30531991596171554
signal,124.99252475752044,41.88535748767156,0.01763765243708712
signal,123.00749412833326,41.58035041963781,0.9003015744285996
signal,127.12072099742824,44.38884248998482,0.6796060458057146
signal,127.56243615234622,60.96168491072163,0.8922086800823138
signal,123.45972045348282,44.34242751094788,0.6138246925725671
signal,123.47347495619262,23.761289238564338,0.7304385404703545
signal,122.11041856087479,44.86118273300696,0.3586195672124329
signal,125.62266729155867,29.00427454952418,0.5029173351512501
